,delta_time,water_level,diff_water_level,rate_water_level,humd_1,diff_humed_1,rate_humed_1,,,humd_2,diff_humed_2,rate_humed_2,humd_3,diff_humed_3,rate_humed_3,humd_4,diff_humed_4,rate_humed_4,humd_5,diff_humed_5,rate_humed_5,humd_6,diff_humed_6,rate_humed_6,humd_7,diff_humed_7,rate_humed_7,humd_8,diff_humed_8,rate_humed_8,humd_9,diff_humed_9,rate_humed_9
2332,304,2.36429,0.03215,0.000105757,101.5058,0,0,,,103.51233,0,0,102.06274,0,0,91.35107,0,0,94.66223,0,0,91.1756,0,0,94.30365,0.03052,0.000100395,91.70966,0.03052,0.000100395,91.24426,-0.01526,-5.01974E-05
2333,296,2.28393,-0.08036,-0.000271486,101.5058,0,0,,,103.51233,0,0,102.00171,-0.06103,-0.000206182,91.33582,-0.01525,-5.15203E-05,94.69275,0.03052,0.000103108,91.20612,0.03052,0.000103108,94.30365,0,0,91.70966,0,0,91.24426,0,0
2334,#NUM!,2.33214,0.04821,#NUM!,101.53632,0.03052,#NUM!,,,103.54285,0.03052,#NUM!,102.03223,0.03052,#NUM!,91.33582,0,#NUM!,94.69275,0,#NUM!,91.20612,0,#NUM!,94.30365,0,#NUM!,91.70966,0,#NUM!,91.26715,0.02289,#NUM!
2335,300,2.33214,0,0,101.53632,0,0,,,103.54285,0,0,102.03223,0,0,91.33582,0,0,94.69275,0,0,91.20612,0,0,94.30365,0,0,91.74017,0.03051,0.0001017,91.26715,0,0
2336,300,2.28393,-0.04821,-0.0001607,101.53632,0,0,,,103.54285,0,0,102.03223,0,0,91.33582,0,0,94.66223,-0.03052,-0.000101733,91.18323,-0.02289,-7.63E-05,94.30365,0,0,91.74017,0,0,91.26715,0,0
2337,300,2.4125,0.12857,0.000428567,101.53632,0,0,,,103.57336,0.03051,0.0001017,102.07037,0.03814,0.000127133,91.33582,0,0,94.66223,0,0,91.18323,0,0,94.18921,-0.11444,-0.000381467,91.74017,0,0,91.29767,0.03052,0.000101733
2338,301,2.42857,0.01607,5.33887E-05,101.53632,0,0,,,103.57336,0,0,102.07037,0,0,91.33582,0,0,94.66223,0,0,91.18323,0,0,94.21973,0.03052,0.000101395,91.74017,0,0,91.29767,0,0
2339,301,2.36429,-0.06428,-0.000213555,101.56683,0.03051,0.000101362,,,103.57336,0,0,102.07037,0,0,91.33582,0,0,94.66223,0,0,91.21375,0.03052,0.000101395,94.21973,0,0,91.68677,-0.0534,-0.000177409,91.32819,0.03052,0.000101395
2340,298,2.36429,0,0,101.56683,0,0,,,103.57336,0,0,102.07037,0,0,91.36633,0.03051,0.000102383,94.66223,0,0,91.21375,0,0,94.21973,0,0,91.71729,0.03052,0.000102416,91.27478,-0.05341,-0.000179228
2341,301,2.33214,-0.03215,-0.000106811,101.56683,0,0,,,103.61151,0.03815,0.000126744,102.03986,-0.03051,-0.000101362,91.36633,0,0,94.66223,0,0,91.24426,0.03051,0.000101362,94.21973,0,0,91.71729,0,0,91.27478,0,0
2342,299,2.34821,0.01607,5.37458E-05,101.56683,0,0,,,103.55048,-0.06103,-0.000204114,102.03986,0,0,91.36633,0,0,94.66223,0,0,91.24426,0,0,94.21973,0,0,91.71729,0,0,91.29767,0.02289,7.65552E-05
2343,300,2.38036,0.03215,0.000107167,101.59735,0.03052,0.000101733,,,103.55048,0,0,102.03986,0,0,91.36633,0,0,94.66223,0,0,91.24426,0,0,94.21973,0,0,91.71729,0,0,91.29767,0,0
2344,300,2.34821,-0.03215,-0.000107167,101.59735,0,0,,,103.55048,0,0,102.078,0.03814,0.000127133,91.36633,0,0,94.66223,0,0,91.22137,-0.02289,-7.63E-05,94.18921,-0.03052,-0.000101733,91.7478,0.03051,0.0001017,91.32819,0.03052,0.000101733
2345,299,2.36429,0.01608,5.37793E-05,101.59735,0,0,,,103.58099,0.03051,0.00010204,102.078,0,0,91.38922,0.02289,7.65552E-05,94.66223,0,0,91.22137,0,0,93.93744,-0.25177,-0.00084204,91.7478,0,0,91.32819,0,0
2346,302,2.4125,0.04821,0.000159636,101.59735,0,0,,,103.58099,0,0,102.078,0,0,91.38922,0,0,94.60883,-0.0534,-0.000176821,91.22137,0,0,93.93744,0,0,91.7478,0,0,91.28241,-0.04578,-0.000151589
2347,301,2.34821,-0.06429,-0.000213588,101.62787,0.03052,0.000101395,,,103.58099,0,0,102.10852,0.03052,0.000101395,91.38922,0,0,94.60883,0,0,91.25189,0.03052,0.000101395,93.93744,0,0,91.77069,0.02289,7.60465E-05,91.31293,0.03052,0.000101395
2348,298,2.39643,0.04822,0.000161812,101.62787,0,0,,,103.58099,0,0,102.10852,0,0,91.38922,0,0,94.57831,-0.03052,-0.000102416,91.25189,0,0,93.93744,0,0,91.71729,-0.0534,-0.000179195,91.31293,0,0
2349,300,2.33214,-0.06429,-0.0002143,101.62787,0,0,,,103.61151,0.03052,0.000101733,102.04749,-0.06103,-0.000203433,91.38922,0,0,94.54779,-0.03052,-0.000101733,91.25189,0,0,93.88403,-0.05341,-0.000178033,91.71729,0,0,91.34344,0.03051,0.0001017
2350,300,2.39643,0.06429,0.0002143,101.62787,0,0,,,103.61151,0,0,102.078,0.03051,0.0001017,91.41974,0.03052,0.000101733,94.54779,0,0,91.28241,0.03052,0.000101733,93.88403,0,0,91.71729,0,0,91.34344,0,0
2351,299,2.39643,0,0,101.65839,0.03052,0.000102074,,,103.61151,0,0,102.078,0,0,91.36633,-0.05341,-0.000178629,94.37994,-0.16785,-0.000561371,91.28241,0,0,93.88403,0,0,91.7478,0.03051,0.00010204,91.34344,0,0
2352,301,2.31607,-0.08036,-0.000266977,101.65839,0,0,,,103.61151,0,0,102.078,0,0,91.36633,0,0,94.34943,-0.03051,-0.000101362,91.229,-0.05341,-0.000177442,93.93744,0.05341,0.000177442,91.7478,0,0,91.36633,0.02289,7.60465E-05
2353,299,2.31607,0,0,101.65839,0,0,,,103.64203,0.03052,0.000102074,102.078,0,0,91.36633,0,0,94.37994,0.03051,0.00010204,91.25952,0.03052,0.000102074,93.93744,0,0,91.7478,0,0,91.36633,0,0
2354,18,2.31607,0,0,101.65839,0,0,,,103.64203,0,0,102.078,0,0,91.36633,0,0,94.37994,0,0,91.25952,0,0,93.93744,0,0,91.7478,0,0,91.36633,0,0
2355,283,2.39643,0.08036,0.000283958,101.65839,0,0,,,103.64203,0,0,102.10852,0.03052,0.000107845,91.39685,0.03052,0.000107845,94.37994,0,0,91.25952,0,0,93.93744,0,0,91.7478,0,0,91.34344,-0.02289,-8.08834E-05
2356,301,2.36429,-0.03214,-0.000106777,101.6355,-0.02289,-7.60465E-05,,,103.64203,0,0,102.10852,0,0,91.39685,0,0,94.37994,0,0,91.31293,0.05341,0.000177442,93.93744,0,0,91.77832,0.03052,0.000101395,91.34344,0,0
2357,299,2.4125,0.04821,0.000161237,101.6355,0,0,,,103.68018,0.03815,0.000127592,102.13904,0.03052,0.000102074,91.39685,0,0,94.41046,0.03052,0.000102074,91.31293,0,0,93.96796,0.03052,0.000102074,91.77832,0,0,91.34344,0,0
2358,301,2.28393,-0.12857,-0.000427143,101.6355,0,0,,,103.68018,0,0,102.08563,-0.05341,-0.000177442,91.39685,0,0,94.37994,-0.03052,-0.000101395,91.31293,0,0,93.96796,0,0,91.77832,0,0,91.37396,0.03052,0.000101395
2359,299,2.38036,0.09643,0.000322508,101.6355,0,0,,,103.61914,-0.06104,-0.000204147,102.08563,0,0,91.39685,0,0,94.41046,0.03052,0.000102074,91.34344,0.03051,0.00010204,93.96796,0,0,91.77832,0,0,91.37396,0,0
2360,16,2.38036,0,0,101.6355,0,0,,,103.61914,0,0,102.08563,0,0,91.39685,0,0,94.41046,0,0,91.34344,0,0,93.96796,0,0,91.77832,0,0,91.37396,0,0
2361,283,2.44464,0.06428,0.000227138,101.6355,0,0,,,103.61914,0,0,102.14667,0.06104,0.000215689,91.39685,0,0,94.41046,0,0,91.34344,0,0,93.99847,0.03051,0.000107809,91.80884,0.03052,0.000107845,91.37396,0,0
2362,300,2.33214,-0.1125,-0.000375,101.6355,0,0,,,103.61914,0,0,102.14667,0,0,91.42737,0.03052,0.000101733,94.32654,-0.08392,-0.000279733,91.29767,-0.04577,-0.000152567,93.99847,0,0,91.75543,-0.05341,-0.000178033,91.40448,0.03052,0.000101733
2363,301,2.31607,-0.01607,-5.33887E-05,101.6355,0,0,,,103.64966,0.03052,0.000101395,102.14667,0,0,91.42737,0,0,94.35706,0.03052,0.000101395,91.32056,0.02289,7.60465E-05,93.99847,0,0,91.75543,0,0,91.40448,0,0
2364,300,2.3,-0.01607,-5.35667E-05,101.6355,0,0,,,103.64966,0,0,102.17719,0.03052,0.000101733,91.42737,0,0,94.35706,0,0,91.32056,0,0,93.94507,-0.0534,-0.000178,91.75543,0,0,91.40448,0,0
2365,299,2.36429,0.06429,0.000215017,101.6355,0,0,,,103.64966,0,0,102.17719,0,0,91.42737,0,0,94.35706,0,0,91.35107,0.03051,0.00010204,93.94507,0,0,91.78595,0.03052,0.000102074,91.38159,-0.02289,-7.65552E-05
2366,304,2.33214,-0.03215,-0.000105757,101.6355,0,0,,,103.68781,0.03815,0.000125493,102.17719,0,0,91.48077,0.0534,0.000175658,94.35706,0,0,91.35107,0,0,93.97559,0.03052,0.000100395,91.78595,0,0,91.38159,0,0
2367,296,2.33214,0,0,101.6355,0,0,,,103.68781,0,0,102.11615,-0.06104,-0.000206216,91.48077,0,0,94.35706,0,0,91.35107,0,0,93.97559,0,0,91.78595,0,0,91.41211,0.03052,0.000103108
2368,301,2.42857,0.09643,0.000320365,101.6355,0,0,,,103.68781,0,0,102.1543,0.03815,0.000126744,91.435,-0.04577,-0.00015206,94.27313,-0.08393,-0.000278837,91.35107,0,0,93.97559,0,0,91.81647,0.03052,0.000101395,91.41211,0,0
2369,300,2.31607,-0.1125,-0.000375,101.66602,0.03052,0.000101733,,,103.68781,0,0,102.1543,0,0,91.435,0,0,94.27313,0,0,91.38159,0.03052,0.000101733,93.94507,-0.03052,-0.000101733,91.81647,0,0,91.44263,0.03052,0.000101733
2370,299,2.36429,0.04822,0.000161271,101.66602,0,0,,,103.71832,0.03051,0.00010204,102.1543,0,0,91.435,0,0,94.27313,0,0,91.38159,0,0,93.97559,0.03052,0.000102074,91.76306,-0.05341,-0.000178629,91.44263,0,0
2371,300,2.34821,-0.01608,-5.36E-05,101.66602,0,0,,,103.71832,0,0,102.18481,0.03051,0.0001017,91.435,0,0,94.29602,0.02289,7.63E-05,91.3587,-0.02289,-7.63E-05,93.97559,0,0,91.79358,0.03052,0.000101733,91.46552,0.02289,7.63E-05
2372,301,2.33214,-0.01607,-5.33887E-05,101.66602,0,0,,,103.71832,0,0,102.18481,0,0,91.46552,0.03052,0.000101395,94.29602,0,0,91.3587,0,0,93.99847,0.02288,7.60133E-05,91.79358,0,0,91.44263,-0.02289,-7.60465E-05
2373,300,2.42857,0.09643,0.000321433,101.70416,0.03814,0.000127133,,,103.71832,0,0,102.18481,0,0,91.46552,0,0,94.29602,0,0,91.3587,0,0,93.94507,-0.0534,-0.000178,91.79358,0,0,91.44263,0,0
2374,300,2.36429,-0.06428,-0.000214267,101.70416,0,0,,,103.69543,-0.02289,-7.63E-05,102.21533,0.03052,0.000101733,91.46552,0,0,94.29602,0,0,91.3587,0,0,93.94507,0,0,91.79358,0,0,91.47314,0.03051,0.0001017
2375,300,2.31607,-0.04822,-0.000160733,101.70416,0,0,,,103.69543,0,0,102.1543,-0.06103,-0.000203433,91.4884,0.02288,7.62667E-05,94.29602,0,0,91.38922,0.03052,0.000101733,93.97559,0.03052,0.000101733,91.8241,0.03052,0.000101733,91.47314,0,0
2376,299,2.44464,0.12857,0.00043,101.64313,-0.06103,-0.000204114,,,103.69543,0,0,102.1543,0,0,91.4884,0,0,94.27313,-0.02289,-7.65552E-05,91.38922,0,0,93.97559,0,0,91.8241,0,0,91.47314,0,0
2377,302,2.33214,-0.1125,-0.000372517,101.64313,0,0,,,103.72595,0.03052,0.00010106,102.18481,0.03051,0.000101026,91.4884,0,0,94.27313,0,0,91.41211,0.02289,7.57947E-05,94.0061,0.03051,0.000101026,91.84698,0.02288,7.57616E-05,91.47314,0,0
2378,298,2.33214,0,0,101.68127,0.03814,0.000127987,,,103.72595,0,0,102.18481,0,0,91.4884,0,0,94.25024,-0.02289,-7.68121E-05,91.36633,-0.04578,-0.000153624,94.0061,0,0,91.79358,-0.0534,-0.000179195,91.45026,-0.02288,-7.67785E-05
2379,300,2.38036,0.04822,0.000160733,101.68127,0,0,,,103.72595,0,0,102.18481,0,0,91.4884,0,0,92.44971,-1.80053,-0.006001767,91.36633,0,0,94.0061,0,0,91.79358,0,0,91.45026,0,0
2380,301,2.28393,-0.09643,-0.000320365,101.68127,0,0,,,103.72595,0,0,102.18481,0,0,91.4884,0,0,92.44971,0,0,91.39685,0.03052,0.000101395,93.98322,-0.02288,-7.60133E-05,91.8241,0.03052,0.000101395,91.45026,0,0
2381,298,2.21964,-0.06429,-0.000215738,101.68127,0,0,,,103.75647,0.03052,0.000102416,102.21533,0.03052,0.000102416,91.51892,0.03052,0.000102416,92.44971,0,0,91.39685,0,0,93.98322,0,0,91.8241,0,0,91.48077,0.03051,0.000102383
2382,301,2.33214,0.1125,0.000373754,101.68127,0,0,,,103.75647,0,0,102.16193,-0.0534,-0.000177409,91.46552,-0.0534,-0.000177409,92.4726,0.02289,7.60465E-05,91.39685,0,0,94.0061,0.02288,7.60133E-05,91.8241,0,0,91.50366,0.02289,7.60465E-05
2383,301,2.33214,0,0,101.68127,0,0,,,103.75647,0,0,102.16193,0,0,91.46552,0,0,92.4726,0,0,91.41974,0.02289,7.60465E-05,94.0061,0,0,91.85461,0.03051,0.000101362,91.50366,0,0
2384,300,2.4125,0.08036,0.000267867,101.68127,0,0,,,103.78699,0.03052,0.000101733,102.19244,0.03051,0.0001017,91.49603,0.03051,0.0001017,92.4726,0,0,91.41974,0,0,94.0061,0,0,91.85461,0,0,91.48077,-0.02289,-7.63E-05
2385,300,2.33214,-0.08036,-0.000267867,101.68127,0,0,,,103.78699,0,0,102.19244,0,0,91.49603,0,0,92.4726,0,0,91.45026,0.03052,0.000101733,94.03662,0.03052,0.000101733,91.85461,0,0,91.48077,0,0
2386,301,2.28393,-0.04821,-0.000160166,101.68127,0,0,,,103.78699,0,0,102.19244,0,0,91.49603,0,0,92.4726,0,0,91.40448,-0.04578,-0.000152093,94.06714,0.03052,0.000101395,91.85461,0,0,91.51129,0.03052,0.000101395
2387,298,2.36429,0.08036,0.000269664,101.68127,0,0,,,103.72595,-0.06104,-0.000204832,102.22296,0.03052,0.000102416,91.49603,0,0,92.50311,0.03051,0.000102383,91.40448,0,0,94.06714,0,0,91.83173,-0.02288,-7.67785E-05,91.51129,0,0
2388,301,2.36429,0,0,101.68127,0,0,,,103.7641,0.03815,0.000126744,102.22296,0,0,91.49603,0,0,92.45734,-0.04577,-0.00015206,91.42737,0.02289,7.60465E-05,94.01373,-0.05341,-0.000177442,91.83173,0,0,91.51129,0,0
2389,298,2.42857,0.06428,0.000215705,101.68127,0,0,,,103.7641,0,0,102.19244,-0.03052,-0.000102416,91.52655,0.03052,0.000102416,92.45734,0,0,91.42737,0,0,94.01373,0,0,91.86224,0.03051,0.000102383,91.51129,0,0
2390,301,2.34821,-0.08036,-0.000266977,101.68127,0,0,,,103.7641,0,0,102.19244,0,0,91.52655,0,0,92.45734,0,0,91.42737,0,0,94.04425,0.03052,0.000101395,91.86224,0,0,91.46552,-0.04577,-0.00015206
2391,302,2.4125,0.06429,0.000212881,101.62024,-0.06103,-0.000202086,,,103.7641,0,0,102.19244,0,0,91.52655,0,0,92.48022,0.02288,7.57616E-05,91.45789,0.03052,0.00010106,94.04425,0,0,91.86224,0,0,91.4884,0.02288,7.57616E-05
2392,298,2.33214,-0.08036,-0.000269664,101.62024,0,0,,,103.79462,0.03052,0.000102416,102.19244,0,0,91.52655,0,0,92.48022,0,0,91.45789,0,0,94.04425,0,0,91.88513,0.02289,7.68121E-05,91.4884,0,0
2393,301,2.38036,0.04822,0.000160199,101.62024,0,0,,,103.79462,0,0,102.23059,0.03815,0.000126744,91.50366,-0.02289,-7.60465E-05,92.48022,0,0,91.45789,0,0,94.06714,0.02289,7.60465E-05,91.88513,0,0,91.4884,0,0
2394,300,2.3,-0.08036,-0.000267867,101.62024,0,0,,,103.79462,0,0,102.23059,0,0,91.50366,0,0,92.51074,0.03052,0.000101733,91.435,-0.02289,-7.63E-05,94.06714,0,0,91.83936,-0.04577,-0.000152567,91.51892,0.03052,0.000101733
2395,299,2.31607,0.01607,5.37458E-05,101.62024,0,0,,,103.82513,0.03051,0.00010204,102.23059,0,0,91.50366,0,0,92.51074,0,0,91.435,0,0,94.02136,-0.04578,-0.00015311,91.86987,0.03051,0.00010204,91.46552,-0.0534,-0.000178595
2396,300,2.34821,0.03214,0.000107133,101.62024,0,0,,,103.82513,0,0,102.26111,0.03052,0.000101733,91.50366,0,0,92.51074,0,0,91.46552,0.03052,0.000101733,94.04425,0.02289,7.63E-05,91.86987,0,0,91.49603,0.03051,0.0001017
2397,302,2.34821,0,0,101.62024,0,0,,,103.82513,0,0,102.20007,-0.06104,-0.000202119,91.53418,0.03052,0.00010106,92.51074,0,0,91.46552,0,0,94.04425,0,0,91.86987,0,0,91.49603,0,0
2398,301,2.28393,-0.06428,-0.000213555,101.62024,0,0,,,103.85565,0.03052,0.000101395,102.20007,0,0,91.53418,0,0,92.54126,0.03052,0.000101395,91.46552,0,0,94.10529,0.06104,0.000202791,91.86987,0,0,91.52655,0.03052,0.000101395
2399,296,2.4125,0.12857,0.000434358,101.62024,0,0,,,103.79462,-0.06103,-0.000206182,102.26874,0.06867,0.000231993,91.53418,0,0,92.48785,-0.05341,-0.000180439,91.46552,0,0,94.10529,0,0,91.89276,0.02289,7.73311E-05,91.52655,0,0
2400,305,2.31607,-0.09643,-0.000316164,101.65076,0.03052,0.000100066,,,103.79462,0,0,102.26874,0,0,91.53418,0,0,92.48785,0,0,91.49603,0.03051,0.000100033,94.10529,0,0,91.89276,0,0,91.52655,0,0
2401,296,2.28393,-0.03214,-0.000108581,101.65076,0,0,,,103.79462,0,0,102.26874,0,0,91.5647,0.03052,0.000103108,92.48785,0,0,91.49603,0,0,94.12817,0.02288,7.72973E-05,91.89276,0,0,91.55707,0.03052,0.000103108
2402,302,2.34821,0.06428,0.000212848,101.65076,0,0,,,103.83276,0.03814,0.000126291,102.29926,0.03052,0.00010106,91.5647,0,0,92.48785,0,0,91.44263,-0.0534,-0.000176821,94.12817,0,0,91.86987,-0.02289,-7.57947E-05,91.50366,-0.05341,-0.000176854
2403,299,2.20357,-0.14464,-0.000483746,101.65076,0,0,,,103.83276,0,0,102.29926,0,0,91.5647,0,0,92.48785,0,0,91.47314,0.03051,0.00010204,94.10529,-0.02288,-7.65217E-05,91.86987,0,0,91.53418,0.03052,0.000102074
2404,300,2.38036,0.17679,0.0005893,101.59735,-0.05341,-0.000178033,,,103.83276,0,0,102.23822,-0.06104,-0.000203467,91.5647,0,0,92.48785,0,0,91.47314,0,0,94.10529,0,0,91.86987,0,0,91.53418,0,0
2405,299,2.3,-0.08036,-0.000268763,101.59735,0,0,,,103.86328,0.03052,0.000102074,102.26874,0.03052,0.000102074,91.51129,-0.05341,-0.000178629,92.51837,0.03052,0.000102074,91.49603,0.02289,7.65552E-05,94.10529,0,0,91.90039,0.03052,0.000102074,91.53418,0,0
2406,311,2.42857,0.12857,0.000413408,101.59735,0,0,,,103.86328,0,0,102.26874,0,0,91.54181,0.03052,9.8135E-05,92.51837,0,0,91.49603,0,0,94.10529,0,0,91.90039,0,0,91.5647,0.03052,9.8135E-05
2407,291,2.44464,0.01607,5.52234E-05,101.59735,0,0,,,103.86328,0,0,102.26874,0,0,91.54181,0,0,92.51837,0,0,91.49603,0,0,94.1358,0.03051,0.000104845,91.90039,0,0,91.5647,0,0
2408,297,2.31607,-0.12857,-0.000432896,101.62787,0.03052,0.000102761,,,103.86328,0,0,102.29926,0.03052,0.000102761,91.54181,0,0,92.49548,-0.02289,-7.70707E-05,91.48077,-0.01526,-5.13805E-05,94.1358,0,0,91.92328,0.02289,7.70707E-05,91.58759,0.02289,7.70707E-05
2409,303,2.34821,0.03214,0.000106073,101.62787,0,0,,,103.8938,0.03052,0.000100726,102.29926,0,0,91.54181,0,0,92.49548,0,0,91.48077,0,0,94.16632,0.03052,0.000100726,91.8775,-0.04578,-0.000151089,91.53418,-0.05341,-0.000176271
2410,298,2.36429,0.01608,5.39597E-05,101.62787,0,0,,,103.83276,-0.06104,-0.000204832,102.29926,0,0,91.59521,0.0534,0.000179195,92.49548,0,0,91.50366,0.02289,7.68121E-05,94.16632,0,0,91.8775,0,0,91.53418,0,0
2411,299,2.34821,-0.01608,-5.37793E-05,101.62787,0,0,,,103.83276,0,0,102.23822,-0.06104,-0.000204147,91.59521,0,0,92.49548,0,0,91.50366,0,0,94.11292,-0.0534,-0.000178595,91.8775,0,0,91.5647,0.03052,0.000102074
2412,302,2.33214,-0.01607,-5.32119E-05,101.62787,0,0,,,103.86328,0.03052,0.00010106,102.26874,0.03052,0.00010106,91.59521,0,0,92.526,0.03052,0.00010106,91.50366,0,0,94.11292,0,0,91.90802,0.03052,0.00010106,91.5647,0,0
2413,310,2.3,-0.03214,-0.000103677,101.62787,0,0,,,103.86328,0,0,102.26874,0,0,91.59521,0,0,92.526,0,0,91.53418,0.03052,9.84516E-05,94.14343,0.03051,9.84194E-05,91.90802,0,0,91.59521,0.03051,9.84194E-05
2414,291,2.25179,-0.04821,-0.00016567,101.62787,0,0,,,103.86328,0,0,102.30688,0.03814,0.000131065,91.62573,0.03052,0.00010488,92.526,0,0,91.53418,0,0,94.14343,0,0,91.90802,0,0,91.59521,0,0
2415,299,2.31607,0.06428,0.000214983,101.62787,0,0,,,103.90143,0.03815,0.000127592,102.30688,0,0,91.57233,-0.0534,-0.000178595,92.526,0,0,91.53418,0,0,94.14343,0,0,91.93091,0.02289,7.65552E-05,91.54181,-0.0534,-0.000178595
2416,301,2.36429,0.04822,0.000160199,101.62787,0,0,,,103.90143,0,0,102.30688,0,0,91.57233,0,0,92.55652,0.03052,0.000101395,91.51129,-0.02289,-7.60465E-05,94.16632,0.02289,7.60465E-05,91.93091,0,0,91.57233,0.03052,0.000101395
2417,299,2.38036,0.01607,5.37458E-05,101.62787,0,0,,,103.90143,0,0,102.30688,0,0,91.57233,0,0,92.55652,0,0,91.51129,0,0,94.16632,0,0,91.93091,0,0,91.57233,0,0
2418,300,2.3,-0.08036,-0.000267867,101.62787,0,0,,,103.90143,0,0,102.3374,0.03052,0.000101733,91.60284,0.03051,0.0001017,92.55652,0,0,91.51129,0,0,94.16632,0,0,91.88513,-0.04578,-0.0001526,91.57233,0,0
2419,299,2.34821,0.04821,0.000161237,101.60498,-0.02289,-7.65552E-05,,,103.93195,0.03052,0.000102074,102.27637,-0.06103,-0.000204114,91.60284,0,0,92.53363,-0.02289,-7.65552E-05,91.54181,0.03052,0.000102074,94.16632,0,0,91.91565,0.03052,0.000102074,91.60284,0.03051,0.00010204
2420,301,2.31607,-0.03214,-0.000106777,101.60498,0,0,,,103.93195,0,0,102.30688,0.03051,0.000101362,91.60284,0,0,92.53363,0,0,91.54181,0,0,94.16632,0,0,91.91565,0,0,91.60284,0,0
2421,299,2.31607,0,0,101.60498,0,0,,,103.87091,-0.06104,-0.000204147,102.30688,0,0,91.60284,0,0,92.58704,0.05341,0.000178629,91.57233,0.03052,0.000102074,94.16632,0,0,91.93091,0.01526,5.10368E-05,91.57233,-0.03051,-0.00010204
2422,300,2.34821,0.03214,0.000107133,101.60498,0,0,,,103.87091,0,0,102.30688,0,0,91.63336,0.03052,0.000101733,92.58704,0,0,91.57233,0,0,94.16632,0,0,91.93091,0,0,91.57233,0,0
2423,299,2.33214,-0.01607,-5.37458E-05,101.60498,0,0,,,103.90143,0.03052,0.000102074,102.30688,0,0,91.63336,0,0,92.58704,0,0,91.51892,-0.05341,-0.000178629,90.47369,-3.69263,-0.012349933,91.93091,0,0,91.57233,0,0
2424,301,2.4125,0.08036,0.000266977,101.6355,0.03052,0.000101395,,,103.90143,0,0,102.3374,0.03052,0.000101395,91.63336,0,0,92.58704,0,0,91.54944,0.03052,0.000101395,90.47369,0,0,91.93091,0,0,91.6181,0.04577,0.00015206
2425,300,2.31607,-0.09643,-0.000321433,101.6355,0,0,,,103.90143,0,0,102.37555,0.03815,0.000127167,91.66388,0.03052,0.000101733,92.58704,0,0,91.54944,0,0,90.47369,0,0,91.93091,0,0,91.6181,0,0
2426,300,2.3,-0.01607,-5.35667E-05,101.6355,0,0,,,103.90143,0,0,102.37555,0,0,91.66388,0,0,92.58704,0,0,91.54944,0,0,90.44318,-0.03051,-0.0001017,91.93091,0,0,91.59521,-0.02289,-7.63E-05
2427,298,2.31607,0.01607,5.39262E-05,101.6355,0,0,,,103.93195,0.03052,0.000102416,102.37555,0,0,91.66388,0,0,92.61755,0.03051,0.000102383,91.57996,0.03052,0.000102416,90.44318,0,0,91.93091,0,0,91.6181,0.02289,7.68121E-05
2428,301,2.31607,0,0,101.6355,0,0,,,103.93195,0,0,102.34503,-0.03052,-0.000101395,91.61047,-0.05341,-0.000177442,92.56415,-0.0534,-0.000177409,91.57996,0,0,90.46606,0.02288,7.60133E-05,91.90802,-0.02289,-7.60465E-05,91.58759,-0.03051,-0.000101362
2429,300,2.31607,0,0,101.45239,-0.18311,-0.000610367,,,103.93195,0,0,102.34503,0,0,91.61047,0,0,92.56415,0,0,91.57996,0,0,90.43555,-0.03051,-0.0001017,91.92328,0.01526,5.08667E-05,91.57996,-0.00763,-2.54333E-05
2430,301,2.26786,-0.04821,-0.000160166,101.48291,0.03052,0.000101395,,,103.97009,0.03814,0.000126711,102.37555,0.03052,0.000101395,91.63336,0.02289,7.60465E-05,92.59467,0.03052,0.000101395,91.57996,0,0,90.46606,0.03051,0.000101362,91.9538,0.03052,0.000101395,91.57996,0,0
2431,298,2.34821,0.08035,0.000269631,101.48291,0,0,,,103.97009,0,0,102.37555,0,0,91.63336,0,0,92.59467,0,0,91.57996,0,0,90.46606,0,0,91.92328,-0.03052,-0.000102416,91.59521,0.01525,5.11745E-05
2432,302,2.23571,-0.1125,-0.000372517,101.48291,0,0,,,103.97009,0,0,102.43658,0.06103,0.000202086,91.63336,0,0,92.59467,0,0,91.60284,0.02288,7.57616E-05,90.45844,-0.00762,-2.52318E-05,91.94617,0.02289,7.57947E-05,91.59521,0,0
2433,299,2.34821,0.1125,0.000376254,101.48291,0,0,,,103.93958,-0.03051,-0.00010204,102.43658,0,0,91.63336,0,0,92.59467,0,0,91.55707,-0.04577,-0.000153077,90.50421,0.04577,0.000153077,91.91565,-0.03052,-0.000102074,91.5647,-0.03051,-0.00010204
2434,304,2.31607,-0.03214,-0.000105724,101.51343,0.03052,0.000100395,,,103.93958,0,0,102.4671,0.03052,0.000100395,91.63336,0,0,92.59467,0,0,91.57996,0.02289,7.52961E-05,90.47369,-0.03052,-0.000100395,91.96906,0.05341,0.000175691,91.58759,0.02289,7.52961E-05
2435,296,2.34821,0.03214,0.000108581,101.51343,0,0,,,103.93958,0,0,102.49762,0.03052,0.000103108,91.66388,0.03052,0.000103108,92.62518,0.03051,0.000103074,91.57996,0,0,90.47369,0,0,91.93854,-0.03052,-0.000103108,91.55707,-0.03052,-0.000103108
2436,300,2.25179,-0.09642,-0.0003214,101.51343,0,0,,,103.97009,0.03051,0.0001017,102.49762,0,0,91.66388,0,0,92.62518,0,0,91.57996,0,0,90.47369,0,0,91.93854,0,0,91.57996,0.02289,7.63E-05
